timestamp,slot,temperature,temp_change,temperature_anomaly,humidity,network_type,latency,latency_anomaly,motion,fan_state,bulb_state,led_state,system_state,combined_anomaly,cpu_usage_percent,ram_usage_mb
2026-02-27 00:39:00,night,21.81,8.09,1,83.8,4g,64.87,0,0,0,0,0,idle,1,15.05,747.38
2026-02-27 00:40:00,night,21.56,-0.25,0,83.61,wifi,42.73,0,1,0,1,0,active,0,40.07,1620.95
2026-02-27 00:41:00,night,21.64,0.08,0,82.81,bluetooth,19.92,0,0,0,0,0,idle,0,10.55,622.89
2026-02-27 00:42:00,night,21.62,-0.02,0,85.85,bluetooth,22.09,0,1,0,1,0,active,0,39.29,1203.14
2026-02-27 00:43:00,night,21.96,0.34,0,86.16,lora,99.2,0,0,0,0,0,idle,0,8.37,522.65
2026-02-27 00:44:00,night,22.26,0.3,0,84.03,wifi,40.21,0,1,0,1,0,active,0,33.42,1633.6
2026-02-27 00:45:00,midnight,22.37,0.11,0,82.4,lora,122.96,0,0,0,0,0,idle,0,9.77,549.72
2026-02-27 00:46:00,midnight,22.23,-0.14,0,83.3,lora,118.93,0,0,0,0,0,idle,0,17.02,702.1
2026-02-27 00:47:00,midnight,30.05,7.82,1,74.72,lora,142.15,0,0,1,0,0,active,1,31.45,1307.73
2026-02-27 00:48:00,midnight,22.28,-7.77,1,83.53,lora,114.04,0,1,0,1,0,active,1,62.22,1106.7
2026-02-27 00:49:00,midnight,22.2,-0.08,0,86.42,wifi,35.68,0,0,0,0,0,idle,0,9.91,634.73
2026-02-27 00:50:00,midnight,21.9,-0.3,0,83.34,wifi,33.35,0,0,0,0,0,idle,0,12.35,616.92
2026-02-27 00:51:00,midnight,22.24,0.34,0,85.73,bluetooth,22.57,0,0,0,0,0,idle,0,12.21,692.88
2026-02-27 00:52:00,midnight,22.28,0.04,0,82.4,4g,72.92,0,0,0,0,0,idle,0,18.9,643.34
2026-02-27 00:53:00,midnight,22.37,0.09,0,81.93,4g,43.56,0,0,0,0,0,idle,0,9.33,518.26
2026-02-27 00:54:00,midnight,22.59,0.22,0,85.4,bluetooth,15.94,0,0,0,0,0,idle,0,8.56,474.66
2026-02-27 00:55:00,midnight,22.75,0.16,0,83.79,wifi,34.43,0,1,0,1,0,active,0,35.69,1048.27
2026-02-27 00:56:00,midnight,22.41,-0.34,0,85.37,bluetooth,21.34,0,0,0,0,0,idle,0,14.67,659.64
2026-02-27 00:57:00,midnight,22.61,0.2,0,84.24,wifi,25.1,0,0,0,0,0,idle,0,14.9,649.61
2026-02-27 00:58:00,midnight,22.84,0.23,0,82.31,wifi,38.21,0,0,0,0,0,idle,0,18.81,865.84
2026-02-27 00:59:00,midnight,22.45,-0.39,0,83.8,lora,133.21,0,0,0,0,1,idle,0,10.95,676.03
2026-02-27 01:00:00,midnight,22.23,-0.22,0,85.89,lora,111.96,0,0,0,0,0,idle,0,18.43,552.62
2026-02-27 01:01:00,midnight,22.37,0.14,0,85.63,wifi,32.17,0,0,0,0,0,idle,0,18.24,471.73
2026-02-27 01:02:00,midnight,22.6,0.23,0,82.32,wifi,33.5,0,0,0,0,0,idle,0,16.54,545.4
2026-02-27 01:03:00,midnight,22.28,-0.32,0,82.09,wifi,41.81,0,0,0,0,0,idle,0,9.0,714.03
2026-02-27 01:04:00,midnight,22.0,-0.28,0,84.36,lora,95.34,0,0,0,0,0,idle,0,9.41,599.84
2026-02-27 01:05:00,midnight,22.07,0.07,0,85.14,bluetooth,22.17,0,0,0,0,0,idle,0,11.41,711.47
2026-02-27 01:06:00,midnight,21.8,-0.27,0,85.13,4g,55.81,0,0,0,0,0,idle,0,17.62,440.83
2026-02-27 01:07:00,midnight,22.07,0.27,0,84.44,wifi,33.37,0,1,0,1,0,active,0,32.03,1460.64
2026-02-27 01:08:00,midnight,29.89,7.82,1,72.53,bluetooth,26.13,0,0,0,0,0,idle,1,12.92,418.39
2026-02-27 01:09:00,midnight,22.07,-7.82,1,84.26,wifi,38.34,0,0,0,0,0,idle,1,8.73,866.63
2026-02-27 01:10:00,midnight,22.03,-0.04,0,81.92,wifi,28.27,0,0,0,0,0,idle,0,11.69,725.02
2026-02-27 01:11:00,midnight,22.04,0.01,0,84.67,4g,60.11,0,0,0,0,0,idle,0,10.9,803.79
2026-02-27 01:12:00,midnight,21.91,-0.13,0,81.83,bluetooth,13.54,0,0,0,0,0,idle,0,13.03,553.03
2026-02-27 01:13:00,midnight,21.84,-0.07,0,85.14,wifi,47.67,0,0,0,0,0,idle,0,12.01,734.23
2026-02-27 01:14:00,midnight,22.19,0.35,0,81.22,lora,130.0,0,1,0,1,0,active,0,44.22,983.12
2026-02-27 01:15:00,midnight,22.12,-0.07,0,85.71,4g,51.57,0,0,0,0,0,idle,0,8.78,505.96
2026-02-27 01:16:00,midnight,22.44,0.32,0,83.7,wifi,29.79,0,0,0,0,0,idle,0,18.23,845.35
2026-02-27 01:17:00,midnight,22.47,0.03,0,81.13,lora,104.87,0,0,0,0,0,idle,0,15.3,460.85
2026-02-27 01:18:00,midnight,22.56,0.09,0,81.46,bluetooth,16.56,0,0,0,0,0,idle,0,17.06,690.58
2026-02-27 01:19:00,midnight,22.24,-0.32,0,82.56,4g,47.4,0,0,0,0,0,idle,0,17.88,597.98
2026-02-27 01:20:00,midnight,22.46,0.22,0,82.87,bluetooth,21.3,0,0,0,0,0,idle,0,8.99,446.84
2026-02-27 01:21:00,midnight,22.38,-0.08,0,86.75,wifi,40.03,0,0,0,0,0,idle,0,13.8,616.39
2026-02-27 01:22:00,midnight,22.35,-0.03,0,84.46,lora,124.99,0,0,0,0,0,idle,0,8.77,616.12
2026-02-27 01:23:00,midnight,22.49,0.14,0,83.59,4g,46.43,0,1,0,1,0,active,0,39.6,1436.71
2026-02-27 01:24:00,midnight,22.73,0.24,0,85.0,4g,41.88,0,0,0,0,0,idle,0,17.95,686.94
2026-02-27 01:25:00,midnight,22.75,0.02,0,83.05,4g,45.96,0,0,0,0,0,idle,0,19.31,674.95
2026-02-27 01:26:00,midnight,22.81,0.06,0,80.3,wifi,31.61,0,0,0,0,0,idle,0,17.64,589.47
2026-02-27 01:27:00,midnight,22.78,-0.03,0,83.2,lora,130.94,0,0,0,0,0,idle,0,16.81,716.89
2026-02-27 01:28:00,midnight,22.44,-0.34,0,83.83,4g,49.57,0,0,0,0,0,idle,0,14.39,449.66
2026-02-27 01:29:00,midnight,22.52,0.08,0,80.79,wifi,38.61,0,0,0,0,1,idle,0,17.47,720.92
2026-02-27 01:30:00,midnight,22.51,-0.01,0,84.9,lora,103.08,0,1,0,1,0,active,0,61.97,1241.58
2026-02-27 01:31:00,midnight,22.71,0.2,0,84.4,4g,48.76,0,0,0,0,0,idle,0,13.31,565.89
2026-02-27 01:32:00,midnight,30.44,7.73,1,72.79,bluetooth,17.43,0,0,1,0,0,active,1,34.18,1473.76
2026-02-27 01:33:00,midnight,22.19,-8.25,1,84.52,bluetooth,20.19,0,1,0,1,0,active,1,62.62,996.62
2026-02-27 01:34:00,midnight,22.24,0.05,0,83.63,bluetooth,21.58,0,0,0,0,0,idle,0,16.65,703.44
2026-02-27 01:35:00,midnight,30.34,8.1,1,74.88,lora,125.48,0,0,1,0,0,active,1,60.47,1344.42
2026-02-27 01:36:00,midnight,22.26,-8.08,1,83.99,4g,67.12,0,0,0,0,0,idle,1,11.07,877.01
2026-02-27 01:37:00,midnight,22.22,-0.04,0,85.43,bluetooth,17.93,0,0,0,0,0,idle,0,13.63,888.4
2026-02-27 01:38:00,midnight,22.07,-0.15,0,84.12,4g,62.81,0,0,0,0,0,idle,0,19.12,791.53
2026-02-27 01:39:00,midnight,21.98,-0.09,0,87.09,lora,91.78,0,0,0,0,0,idle,0,14.11,500.27
2026-02-27 01:40:00,midnight,21.92,-0.06,0,83.92,lora,136.81,0,0,0,0,0,idle,0,10.48,494.83
2026-02-27 01:41:00,midnight,22.22,0.3,0,84.56,lora,110.16,0,0,0,0,0,idle,0,9.58,878.92
2026-02-27 01:42:00,midnight,22.08,-0.14,0,87.38,wifi,39.27,0,0,0,0,0,idle,0,12.48,413.57
2026-02-27 01:43:00,midnight,22.24,0.16,0,85.57,4g,45.23,0,0,0,0,0,idle,0,16.2,773.6
2026-02-27 01:44:00,midnight,22.43,0.19,0,82.84,lora,88.95,0,0,0,0,0,idle,0,9.43,855.53
2026-02-27 01:45:00,midnight,22.21,-0.22,0,84.52,bluetooth,18.89,0,0,0,0,0,idle,0,9.11,786.17
2026-02-27 01:46:00,midnight,22.46,0.25,0,81.79,lora,111.29,0,0,0,0,0,idle,0,15.78,644.44
2026-02-27 01:47:00,midnight,22.72,0.26,0,84.57,4g,68.48,0,0,0,0,0,idle,0,18.56,792.32
2026-02-27 01:48:00,midnight,30.97,8.25,1,73.11,wifi,27.25,0,0,1,0,0,active,1,63.14,922.42
2026-02-27 01:49:00,midnight,22.81,-8.16,1,82.39,wifi,30.18,0,0,0,0,0,idle,1,14.54,429.89
2026-02-27 01:50:00,midnight,23.04,0.23,0,83.46,wifi,32.09,0,0,0,0,0,idle,0,18.42,499.67
2026-02-27 01:51:00,midnight,15.16,-7.88,1,90.0,lora,151.12,0,0,0,0,0,idle,1,17.85,606.97
2026-02-27 01:52:00,midnight,23.0,7.84,1,85.18,lora,124.48,0,0,0,0,0,idle,1,17.19,582.78
2026-02-27 01:53:00,midnight,23.21,0.21,0,81.78,wifi,36.0,0,0,0,0,0,idle,0,15.27,705.4
2026-02-27 01:54:00,midnight,23.36,0.15,0,84.94,wifi,35.08,0,1,0,1,0,active,0,37.0,1619.26
2026-02-27 01:55:00,midnight,23.23,-0.13,0,80.57,bluetooth,20.2,0,0,0,0,0,idle,0,19.8,763.72
2026-02-27 01:56:00,midnight,23.41,0.18,0,79.84,4g,53.88,0,0,0,0,0,idle,0,17.48,607.76
2026-02-27 01:57:00,midnight,23.48,0.07,0,83.12,wifi,30.27,0,0,0,0,0,idle,0,19.6,847.66
2026-02-27 01:58:00,midnight,23.13,-0.35,0,83.26,bluetooth,17.41,0,0,0,0,0,idle,0,18.89,483.67
2026-02-27 01:59:00,midnight,23.17,0.04,0,82.25,4g,59.21,0,1,0,1,1,active,0,55.38,1385.87
2026-02-27 02:00:00,midnight,22.83,-0.34,0,85.43,lora,108.89,0,0,0,0,0,idle,0,9.64,557.99
2026-02-27 02:01:00,midnight,22.72,-0.11,0,83.62,bluetooth,15.63,0,0,0,0,0,idle,0,15.25,868.92
2026-02-27 02:02:00,midnight,22.99,0.27,0,85.74,wifi,32.94,0,0,0,0,0,idle,0,17.85,662.72
2026-02-27 02:03:00,midnight,23.22,0.23,0,84.67,wifi,33.37,0,0,0,0,0,idle,0,18.58,490.96
2026-02-27 02:04:00,midnight,23.23,0.01,0,84.66,wifi,32.58,0,0,0,0,0,idle,0,17.0,602.08
2026-02-27 02:05:00,midnight,23.19,-0.04,0,85.12,lora,112.25,0,0,0,0,0,idle,0,9.93,558.83
2026-02-27 02:06:00,midnight,23.12,-0.07,0,82.74,lora,146.0,0,0,0,0,0,idle,0,8.18,597.87
2026-02-27 02:07:00,midnight,23.23,0.11,0,80.07,4g,60.61,0,0,0,0,0,idle,0,12.4,666.4
2026-02-27 02:08:00,midnight,23.13,-0.1,0,85.21,lora,118.09,0,0,0,0,0,idle,0,13.5,623.17
2026-02-27 02:09:00,midnight,23.08,-0.05,0,82.04,lora,134.78,0,0,0,0,0,idle,0,9.09,511.94
2026-02-27 02:10:00,midnight,23.09,0.01,0,80.77,wifi,23.7,0,0,0,0,0,idle,0,19.03,762.96
2026-02-27 02:11:00,midnight,22.92,-0.17,0,80.13,bluetooth,22.43,0,0,0,0,0,idle,0,15.67,843.33
2026-02-27 02:12:00,midnight,22.77,-0.15,0,84.36,4g,58.48,0,1,0,1,0,active,0,34.42,1009.37
2026-02-27 02:13:00,midnight,22.77,0.0,0,83.12,4g,54.81,0,0,0,0,0,idle,0,19.99,631.68
2026-02-27 02:14:00,midnight,22.68,-0.09,0,83.78,lora,107.91,0,0,0,0,0,idle,0,14.76,587.88
2026-02-27 02:15:00,midnight,23.02,0.34,0,85.48,bluetooth,20.94,0,0,0,0,0,idle,0,18.21,881.38
2026-02-27 02:16:00,midnight,22.74,-0.28,0,85.42,bluetooth,21.97,0,0,0,0,0,idle,0,10.55,569.5
2026-02-27 02:17:00,midnight,22.66,-0.08,0,83.89,wifi,36.63,0,1,0,1,0,active,0,48.33,1626.54
2026-02-27 02:18:00,midnight,22.48,-0.18,0,84.7,lora,151.86,0,0,0,0,0,idle,0,9.42,800.58
2026-02-27 02:19:00,midnight,22.52,0.04,0,86.4,lora,134.56,0,0,0,0,0,idle,0,12.31,412.57
2026-02-27 02:20:00,midnight,22.77,0.25,0,81.0,lora,101.17,0,0,0,0,0,idle,0,9.07,516.49
2026-02-27 02:21:00,midnight,22.93,0.16,0,83.51,lora,126.28,0,1,0,1,0,active,0,36.26,1114.53
2026-02-27 02:22:00,midnight,22.71,-0.22,0,83.82,4g,67.28,0,0,0,0,0,idle,0,20.0,684.43
2026-02-27 02:23:00,midnight,22.68,-0.03,0,86.19,lora,104.73,0,0,0,0,0,idle,0,19.41,422.25
2026-02-27 02:24:00,midnight,22.84,0.16,0,81.51,bluetooth,23.95,0,0,0,0,0,idle,0,12.19,414.61
2026-02-27 02:25:00,midnight,22.61,-0.23,0,84.47,bluetooth,23.37,0,0,0,0,0,idle,0,15.65,577.68
2026-02-27 02:26:00,midnight,22.75,0.14,0,84.41,4g,46.64,0,0,0,0,0,idle,0,9.86,495.31
2026-02-27 02:27:00,midnight,22.63,-0.12,0,85.27,wifi,29.49,0,0,0,0,0,idle,0,12.12,438.26
2026-02-27 02:28:00,midnight,22.52,-0.11,0,82.32,4g,57.44,0,0,0,0,0,idle,0,17.69,627.79
2026-02-27 02:29:00,midnight,22.89,0.37,0,83.63,wifi,39.98,0,0,0,0,1,idle,0,8.49,734.72
2026-02-27 02:30:00,midnight,22.82,-0.07,0,80.43,lora,122.11,0,0,0,0,0,idle,0,8.91,458.22
2026-02-27 02:31:00,midnight,15.18,-7.64,1,90.0,4g,49.92,0,0,0,0,0,idle,1,15.21,627.36
2026-02-27 02:32:00,midnight,23.28,8.1,1,85.27,bluetooth,20.55,0,0,0,0,0,idle,1,15.56,625.22
2026-02-27 02:33:00,midnight,23.26,-0.02,0,81.45,4g,50.98,0,0,0,0,0,idle,0,10.95,666.86
2026-02-27 02:34:00,midnight,23.4,0.14,0,83.97,lora,100.66,0,0,0,0,0,idle,0,10.18,804.91
2026-02-27 02:35:00,midnight,23.27,-0.13,0,79.64,bluetooth,20.89,0,1,0,1,0,active,0,52.97,1405.55
2026-02-27 02:36:00,midnight,23.44,0.17,0,79.95,wifi,35.01,0,1,0,1,0,active,0,33.97,1451.95
2026-02-27 02:37:00,midnight,23.21,-0.23,0,80.4,bluetooth,26.12,0,1,0,1,0,active,0,32.7,1192.2
2026-02-27 02:38:00,midnight,23.48,0.27,0,82.24,lora,131.89,0,1,0,1,0,active,0,59.0,1502.59
2026-02-27 02:39:00,midnight,23.21,-0.27,0,80.96,bluetooth,21.03,0,0,0,0,0,idle,0,11.74,564.39
2026-02-27 02:40:00,midnight,23.24,0.03,0,83.21,lora,131.3,0,0,0,0,0,idle,0,8.64,619.74
2026-02-27 02:41:00,midnight,23.54,0.3,0,85.04,bluetooth,23.08,0,0,0,0,0,idle,0,17.13,643.19
2026-02-27 02:42:00,midnight,23.55,0.01,0,80.58,wifi,43.61,0,0,0,0,0,idle,0,17.88,882.56
2026-02-27 02:43:00,midnight,23.6,0.05,0,81.53,wifi,35.49,0,0,0,0,0,idle,0,10.11,531.87
2026-02-27 02:44:00,midnight,23.86,0.26,0,79.4,bluetooth,19.98,0,1,0,1,0,active,0,52.15,1444.17
2026-02-27 02:45:00,midnight,23.97,0.11,0,80.09,bluetooth,17.1,0,0,0,0,0,idle,0,9.26,660.75
2026-02-27 02:46:00,midnight,24.14,0.17,0,84.28,4g,44.58,0,0,0,0,0,idle,0,14.98,600.96
2026-02-27 02:47:00,midnight,24.31,0.17,0,83.73,4g,65.54,0,0,0,0,0,idle,0,14.92,826.22
2026-02-27 02:48:00,midnight,24.36,0.05,0,81.48,bluetooth,20.24,0,0,0,0,0,idle,0,18.05,891.38
2026-02-27 02:49:00,midnight,24.47,0.11,0,79.97,lora,131.6,0,0,0,0,0,idle,0,18.42,817.06
2026-02-27 02:50:00,midnight,24.54,0.07,0,81.21,4g,60.43,0,0,0,0,0,idle,0,8.14,743.92
2026-02-27 02:51:00,midnight,24.3,-0.24,0,80.83,bluetooth,19.06,0,0,0,0,0,idle,0,10.38,675.93
2026-02-27 02:52:00,midnight,24.35,0.05,0,82.78,bluetooth,23.03,0,0,0,0,0,idle,0,17.52,523.51
2026-02-27 02:53:00,midnight,24.42,0.07,0,81.22,wifi,37.67,0,0,0,0,0,idle,0,12.0,589.89
2026-02-27 02:54:00,midnight,24.01,-0.41,0,79.36,wifi,29.65,0,0,0,0,0,idle,0,16.91,779.97
2026-02-27 02:55:00,midnight,24.05,0.04,0,79.85,4g,47.98,0,0,0,0,0,idle,0,15.91,698.23
2026-02-27 02:56:00,midnight,24.08,0.03,0,81.52,4g,54.48,0,0,0,0,0,idle,0,12.41,454.8
2026-02-27 02:57:00,midnight,23.85,-0.23,0,79.6,bluetooth,19.4,0,0,0,0,0,idle,0,18.16,733.9
2026-02-27 02:58:00,midnight,23.58,-0.27,0,85.11,wifi,40.16,0,0,0,0,0,idle,0,11.65,427.78
2026-02-27 02:59:00,midnight,15.649999999999999,-7.93,1,90.0,4g,60.03,0,0,0,0,1,idle,1,10.5,592.47
2026-02-27 03:00:00,midnight,23.78,8.13,1,80.46,bluetooth,16.83,0,0,0,0,0,idle,1,12.27,792.79
2026-02-27 03:01:00,midnight,23.91,0.13,0,78.7,wifi,37.13,0,1,0,1,0,active,0,37.61,1603.31
2026-02-27 03:02:00,midnight,23.61,-0.3,0,82.54,4g,42.65,0,0,0,0,0,idle,0,8.01,745.32
2026-02-27 03:03:00,midnight,23.39,-0.22,0,80.2,bluetooth,19.71,0,0,0,0,0,idle,0,13.47,885.43
2026-02-27 03:04:00,midnight,23.35,-0.04,0,82.67,bluetooth,19.59,0,0,0,0,0,idle,0,17.91,753.81
2026-02-27 03:05:00,midnight,23.64,0.29,0,84.71,wifi,40.96,0,0,0,0,0,idle,0,12.94,694.95
2026-02-27 03:06:00,midnight,23.48,-0.16,0,79.6,wifi,34.23,0,0,0,0,0,idle,0,17.51,794.23
2026-02-27 03:07:00,midnight,23.66,0.18,0,81.03,bluetooth,15.84,0,0,0,0,0,idle,0,10.5,846.47
2026-02-27 03:08:00,midnight,15.940000000000001,-7.72,1,90.0,wifi,32.61,0,0,0,0,0,idle,1,14.75,584.68
2026-02-27 03:09:00,midnight,24.01,8.07,1,81.59,wifi,37.6,0,0,0,0,0,idle,1,11.5,648.13
2026-02-27 03:10:00,midnight,24.26,0.25,0,80.62,lora,115.52,0,1,0,1,0,active,0,64.1,935.93
2026-02-27 03:11:00,midnight,24.02,-0.24,0,84.24,lora,131.28,0,0,0,0,0,idle,0,8.27,729.3
2026-02-27 03:12:00,midnight,24.18,0.16,0,80.02,4g,46.78,0,0,0,0,0,idle,0,15.07,457.08
2026-02-27 03:13:00,midnight,24.12,-0.06,0,80.1,wifi,37.52,0,0,0,0,0,idle,0,9.18,697.53
2026-02-27 03:14:00,midnight,24.31,0.19,0,82.01,bluetooth,20.71,0,0,0,0,0,idle,0,8.75,404.0
2026-02-27 03:15:00,midnight,24.44,0.13,0,81.78,4g,51.74,0,0,0,0,0,idle,0,17.59,472.12
2026-02-27 03:16:00,midnight,24.43,-0.01,0,80.6,lora,110.9,0,0,0,0,0,idle,0,13.51,786.89
2026-02-27 03:17:00,midnight,24.53,0.1,0,83.41,wifi,33.3,0,0,0,0,0,idle,0,10.59,642.65
2026-02-27 03:18:00,midnight,24.21,-0.32,0,81.2,bluetooth,16.6,0,1,0,1,0,active,0,56.59,1431.61
2026-02-27 03:19:00,midnight,24.14,-0.07,0,81.35,bluetooth,15.98,0,0,0,0,0,idle,0,16.56,783.04
2026-02-27 03:20:00,midnight,23.97,-0.17,0,80.22,4g,51.98,0,1,0,1,0,active,0,64.89,1280.76
2026-02-27 03:21:00,midnight,24.29,0.32,0,82.06,bluetooth,13.22,0,1,0,1,0,active,0,54.97,1604.98
2026-02-27 03:22:00,midnight,24.31,0.02,0,81.38,wifi,33.77,0,0,0,0,0,idle,0,9.55,507.35
2026-02-27 03:23:00,midnight,24.06,-0.25,0,81.66,wifi,25.81,0,0,0,0,0,idle,0,17.24,508.27
2026-02-27 03:24:00,midnight,23.92,-0.14,0,81.99,wifi,33.8,0,0,0,0,0,idle,0,17.26,743.58
2026-02-27 03:25:00,midnight,23.74,-0.18,0,82.76,4g,68.9,0,0,0,0,0,idle,0,15.09,876.18
2026-02-27 03:26:00,midnight,23.98,0.24,0,79.88,4g,56.85,0,0,0,0,0,idle,0,8.09,530.31
2026-02-27 03:27:00,midnight,24.25,0.27,0,79.02,4g,52.09,0,0,0,0,0,idle,0,13.43,779.56
2026-02-27 03:28:00,midnight,24.24,-0.01,0,82.35,4g,55.83,0,0,0,0,0,idle,0,19.27,517.81
2026-02-27 03:29:00,midnight,24.01,-0.23,0,78.81,wifi,37.0,0,0,0,0,1,idle,0,12.67,513.81
2026-02-27 03:30:00,midnight,24.33,0.32,0,81.47,lora,135.4,0,0,0,0,0,idle,0,19.63,638.29
2026-02-27 03:31:00,midnight,24.29,-0.04,0,80.99,lora,138.84,0,0,0,0,0,idle,0,15.58,719.92
2026-02-27 03:32:00,midnight,24.54,0.25,0,81.91,4g,69.53,0,0,0,0,0,idle,0,16.25,623.5
2026-02-27 03:33:00,midnight,24.65,0.11,0,79.24,wifi,38.15,0,0,0,0,0,idle,0,8.84,679.89
2026-02-27 03:34:00,midnight,24.81,0.16,0,80.92,4g,53.18,0,0,0,0,0,idle,0,18.28,692.35
2026-02-27 03:35:00,midnight,25.01,0.2,0,79.58,wifi,37.47,0,0,0,0,0,idle,0,10.45,869.53
2026-02-27 03:36:00,midnight,25.05,0.04,0,81.91,bluetooth,16.14,0,0,0,0,0,idle,0,9.19,655.51
2026-02-27 03:37:00,midnight,24.91,-0.14,0,80.33,wifi,31.53,0,0,0,0,0,idle,0,17.4,742.46
2026-02-27 03:38:00,midnight,24.97,0.06,0,80.66,wifi,37.43,0,0,0,0,0,idle,0,18.84,861.91
2026-02-27 03:39:00,midnight,24.64,-0.33,0,81.66,bluetooth,20.37,0,0,0,0,0,idle,0,12.65,465.36
2026-02-27 03:40:00,midnight,24.77,0.13,0,77.91,bluetooth,17.77,0,0,0,0,0,idle,0,14.46,504.46
2026-02-27 03:41:00,midnight,24.58,-0.19,0,81.53,bluetooth,23.18,0,0,0,0,0,idle,0,10.05,492.31
